"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-06-20","VI",6,,0,,,,,0,,,2492,42,,,,,,74,,0,0,,,,,,64,,0,2566,42,,,,,2586,51,,0
"2020-06-20","VT",56,56,0,,,,9,0,,,54090,1142,,,,,,1147,1147,4,0,,,,,,920,,0,65045,1510,,,,,55237,1146,65045,1510
"2020-06-20","WA",1255,1255,10,,4003,4003,359,44,,,,0,,,,,49,29587,29587,542,0,,,,,,,559013,7072,559013,7072,,,,,474876,689,,0
"2020-06-20","WI",744,744,14,,3203,3203,239,26,708,90,454563,9812,,,,,,27326,24539,413,0,,,,,,18951,575029,13680,575029,13680,,,,,479102,10197,,0
"2020-06-20","WV",88,,0,,,,22,0,,6,,0,,,,,2,2486,2403,51,0,,,,,,1669,,0,146669,2395,8384,,,,,0,146669,2395
"2020-06-20","WY",20,,0,,98,98,8,0,,,26162,-9139,,,38395,,,1179,930,6,0,,,,,1154,896,,0,39549,190,,,,,27109,27109,39549,190
"2020-06-19","AK",12,12,0,,63,63,18,2,,,,0,,,,,1,729,,16,0,,,,,,457,,0,83631,2446,,,,,,0,83631,2446
"2020-06-19","AL",822,812,12,10,2416,2416,650,43,710,,302323,7995,,,,415,,29002,28583,796,0,,,,,,15974,,0,330906,8782,,,,,330906,8782,,0
"2020-06-19","AR",214,,6,,1100,1100,224,26,,,220141,5635,,,,175,53,14631,14631,703,0,,,,,,9712,,0,234772,6338,,,,,,0,234772,6338
"2020-06-19","AS",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-19","AZ",1312,1224,41,88,4246,4246,1832,5,,519,345527,9238,,,,,362,46689,46323,3246,0,,,,,,,,0,550195,20636,170096,,140847,,391850,12476,550195,20636
"2020-06-19","CA",5360,,70,,,,4587,0,,1329,,0,,,,,,165416,165416,4317,0,,,,,,,,0,3155702,81172,,,,,,0,3155702,81172
"2020-06-19","CO",1643,1306,5,337,5318,5318,250,10,,,242882,8337,87749,,,,,30187,27453,286,0,6385,,,,,,322364,7595,322364,7595,94134,,,,270335,5869,,0
"2020-06-19","CT",4238,3385,12,853,10099,10099,172,0,,,,0,,,348646,,,45557,43610,117,0,,,,,56110,7842,,0,406107,8866,,,,,,0,406107,8866
"2020-06-19","DC",530,,3,,,,184,0,,63,,0,,,,,44,9952,,49,0,,,,,,1162,73791,1592,73791,1592,,,,,59072,1205,,0
"2020-06-19","DE",504,446,2,58,,,75,0,,,79823,1638,,,,,,10611,9580,112,0,,,,,13067,6395,107565,1456,107565,1456,,,,,90434,1750,,0
"2020-06-19","FL",3197,3197,43,,13062,13062,,200,,,1443123,17737,,171364,1687546,,,86167,,3313,0,,,7717,,118915,,1622106,31521,1622106,31521,,,179109,,1533876,21561,1809654,26539
"2020-06-19","GA",2636,,31,,9772,9772,937,109,2122,,,0,,,,,,62009,62009,1097,0,7848,,,,55621,,,0,663516,6560,134309,,,,663975,663975,663516,6560
"2020-06-19","GU",5,,0,,,,0,0,,0,9515,120,,,,,0,200,192,7,0,2,,,,,173,,0,9715,127,114,,,,,0,9707,447
"2020-06-19","HI",17,17,0,,95,95,,0,,,64982,1352,,,,,,762,,18,0,,,,,727,640,74694,1890,74694,1890,,,,,65744,1370,76340,1807
"2020-06-19","IA",681,,2,,,,197,0,,60,221374,5297,,25816,,,37,25275,25275,421,0,,,2171,,,15816,,0,246649,5718,,,28015,,247015,5714,,0
"2020-06-19","ID",89,69,1,20,278,278,28,3,101,9,65802,1422,,,,,,3743,3354,111,0,,,,,,3088,,0,69156,1518,,,,,69156,1518,,0
"2020-06-19","IL",6718,6580,0,204,,,1837,0,,512,,0,,,,,293,136470,135470,831,0,,,,,,,,0,1311003,27171,,,,,,0,1311003,27171
"2020-06-19","IN",2516,2327,25,189,6731,6731,773,142,1465,259,351141,7857,,,,,111,41746,,308,0,,,,,43205,,,0,508258,13669,,,,,392887,8165,508258,13669
"2020-06-19","KS",254,,7,,1035,1035,,24,338,,135590,5147,,,,146,,12059,,378,0,,,,,,,,0,147649,5525,,,,,147413,5525,,0
"2020-06-19","KY",522,519,2,3,2494,2494,339,12,978,64,,0,,,,,,13454,13097,257,0,,,,,,3516,,0,310870,4841,30270,,,,,0,310870,4841
"2020-06-19","LA",3084,2972,22,112,,,561,0,,,542394,45807,,,,,75,48515,48515,-119,0,,,,,,37017,,0,590909,45688,,,,,,0,590909,45688
"2020-06-19","MA",7800,7619,30,181,11036,11036,994,51,,199,644157,9319,,,,,124,106650,102005,228,0,,,,,134592,91404,,0,977274,11621,,,62591,,746162,9471,977274,11621
"2020-06-19","MD",3030,2901,14,129,10447,10447,648,90,,261,390121,5742,,,,,,63548,63548,319,0,,,,,73424,4685,,0,538366,8628,,,,,453669,6061,538366,8628
"2020-06-19","ME",102,102,0,,328,328,26,5,,11,,0,6087,,,,5,2913,2586,35,0,300,,,,3250,2323,,0,78331,1538,6395,,,,,0,78331,1538
"2020-06-19","MI",6067,5823,6,244,,,557,0,,209,,0,,,812831,,99,67097,60829,299,0,,,,,83551,44964,,0,896382,30105,137858,,,,,0,896382,30105
"2020-06-19","MN",1393,1361,17,32,3748,3748,339,30,1150,168,443121,13917,,,,,,32031,32031,356,0,,,,,,27709,475152,14273,475152,14273,,,,,,0,,0
"2020-06-19","MO",948,,2,,,,594,0,,,289083,8649,,35265,252506,,70,17201,17201,293,0,,,1385,,17275,,,0,270232,0,,,36650,,306284,8942,270232,0
"2020-06-19","MP",2,,0,,,,,0,,,8139,0,,,,,,30,30,0,0,,,,,,19,,0,8169,0,,,,,,0,8169,0
"2020-06-19","MS",938,922,0,16,2767,2767,661,0,,159,218074,0,,,,,108,20641,20500,0,0,,,,,,15323,,0,238715,0,10353,,,,,0,238574,0
"2020-06-19","MT",20,,0,,82,82,9,1,,,,0,,,,,,666,,11,0,,,,,,546,,0,68422,1552,,,,,,0,68422,1552
"2020-06-19","NC",1197,1197,22,,,,871,0,,,,0,,,,,,49840,49840,1652,0,,,,,,,,0,678919,21412,,,,,,0,678919,21412
"2020-06-19","ND",82,,1,,210,210,26,2,,,89380,1919,4266,,,,,3221,3221,32,0,135,,,,,2840,144928,3778,144928,3778,4401,,,,90267,1909,148062,3813
"2020-06-19","NE",240,,6,,1166,1166,149,25,,,130431,2844,,,159240,,,17415,,189,0,,,,,21009,11066,,0,180796,3591,,,,,148039,3043,180796,3591
"2020-06-19","NH",337,,6,,549,549,61,16,159,,100081,1806,,,,,,5486,,36,0,,,,,,4209,,0,128632,2995,19749,,17126,,105567,1842,128632,2995
"2020-06-19","NJ",14585,12835,35,1750,19267,19267,1177,257,,286,1025847,22220,,,,,231,169181,168496,410,0,,,,,,,,0,1195028,22630,,,,,,0,1194343,22609
"2020-06-19","NM",464,,8,,1735,1735,147,9,,,,0,,,,,,10260,,107,0,,,,,,4512,,0,284602,8705,,,,,,0,284602,8705
"2020-06-19","NV",491,,2,,,,370,0,,87,221874,3154,,,,,49,12486,12486,410,0,,,,,,,276716,6670,276716,6670,,,,,234153,3425,269097,4529
"2020-06-19","NY",24686,,25,,,,1284,0,,359,,0,,,,,256,386556,,796,0,,,,,,,3258963,79303,3258963,79303,,,,,,0,,0
"2020-06-19","OH",2667,2430,34,237,7167,7167,525,63,1820,200,,0,,,,,133,43731,40549,609,0,,,,,47972,,,0,645598,15706,,,,,,0,645598,15706
"2020-06-19","OK",367,,1,,1209,1209,211,63,,96,264872,4673,,,264872,,,9706,9706,352,0,974,,,,10834,7212,,0,274578,5025,27415,,,,,0,276316,4977
"2020-06-19","OR",187,,4,,933,933,141,4,,46,182770,4638,,,267194,,28,6366,,148,0,,,,,15022,2502,,0,282216,7706,,,,,188910,4771,282216,7706
"2020-06-19","PA",6399,,38,,,,731,0,,,556456,12624,,,,,169,80762,78451,526,0,,,,,,62186,756024,17320,756024,17320,,,,,634907,13126,,0
"2020-06-19","PR",147,57,0,90,,,78,0,,7,113280,0,,,112331,,3,1499,1499,3,0,4696,,,,2326,,,0,114779,3,,,,,,0,114723,0
"2020-06-19","RI",894,,9,,1922,1922,123,11,,23,124397,1181,,,199203,,12,16413,,59,0,,,,,23189,,222743,3180,222743,3180,,,,,140810,1240,222392,3560
"2020-06-19","SC",639,639,18,0,2294,2294,660,239,,,265669,6694,30523,,258045,,,22631,22608,1083,0,1569,,,,30232,10790,,0,288300,7777,32092,,,,,0,288277,7754
"2020-06-19","SD",81,,3,,589,589,95,4,,,65035,791,,,,,,6158,,49,0,,,,,9480,5276,,0,80509,1676,,,,,71193,840,80509,1676
"2020-06-19","TN",515,494,6,21,2238,2238,635,29,,,,0,,,627672,,,34017,33776,1188,0,,,,,39664,22531,,0,667336,15176,,,,,,0,667336,15176
"2020-06-19","TX",2140,,35,,,,3148,0,,1113,,0,,,,,,103305,103305,3454,0,6262,493,,,156829,65329,,0,1801837,44962,153011,3116,,,,0,1801837,44962
"2020-06-19","UT",155,,3,,1145,1145,237,25,330,63,277255,4707,,,321802,148,,16425,,586,0,,13,,13,19112,9113,,0,340914,6437,,59,,50,294378,5221,340914,6437
"2020-06-19","VA",1602,1499,16,103,5797,5797,862,53,,251,,0,,,,,121,56793,54312,555,0,3862,88,,,67410,,541308,9873,541308,9873,65374,182,,,,0,,0
"2020-06-19","VI",6,,0,,,,,0,,,2450,96,,,,,,74,,1,0,,,,,,64,,0,2524,97,,,,,2535,95,,0
"2020-06-19","VT",56,56,0,,,,8,0,,,52948,1131,,,,,,1143,1143,8,0,,,,,,918,,0,63535,1463,,,,,54091,1139,63535,1463
"2020-06-19","WA",1245,1245,19,,3959,3959,396,21,,,,0,,,,,47,29045,29045,460,0,,,,,,,551941,10006,551941,10006,,,,,474187,4419,,0
"2020-06-19","WI",730,730,11,,3177,3177,241,17,704,91,444751,10838,,,,,,26913,24154,323,0,,,,,,18055,561349,13987,561349,13987,,,,,468905,11116,,0
"2020-06-19","WV",88,,0,,,,22,0,,6,,0,,,,,2,2435,2353,17,0,,,,,,1665,,0,144274,2980,8223,,,,,0,144274,2980
"2020-06-19","WY",20,,2,,98,98,8,1,,,35301,291,,,38213,,,1173,927,29,0,,,,,1146,889,,0,39359,751,,,,,,0,39359,751
"2020-06-18","AK",12,12,0,,61,61,18,0,,,,0,,,,,0,713,,12,0,,,,,,449,,0,81185,3476,,,,,,0,81185,3476
"2020-06-18","AL",810,801,20,9,2373,2373,668,21,695,,294328,10917,,,,405,,28206,27796,894,0,,,,,,15974,,0,322124,11799,,,,,322124,11799,,0
"2020-06-18","AR",208,,11,,1074,1074,226,22,,,214506,7413,,,,173,53,13928,13928,322,0,,,,,,9376,,0,228434,7735,,,,,,0,228434,7735
"2020-06-18","AS",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-18","AZ",1271,1184,32,87,4241,4241,1667,17,,540,336289,11020,,,,,341,43443,43085,2519,0,,,,,,,,0,529559,17723,167002,,138292,,379374,13528,529559,17723
"2020-06-18","CA",5290,,82,,,,4584,0,,1298,,0,,,,,,161099,161099,4084,0,,,,,,,,0,3074530,76542,,,,,,0,3074530,76542
"2020-06-18","CO",1638,1303,7,335,5308,5308,270,14,,,234545,2002,86128,,,,,29901,27218,228,0,6302,,,,,,314769,6502,314769,6502,92430,,,,264466,4920,,0
"2020-06-18","CT",4226,3378,7,848,10099,10099,176,187,,,,0,,,339957,,,45440,43493,11,0,,,,,55939,7842,,0,397241,10184,,,,,,0,397241,10184
"2020-06-18","DC",527,,4,,,,189,0,,86,,0,,,,,45,9903,,56,0,,,,,,1155,72199,2113,72199,2113,,,,,57867,1794,,0
"2020-06-18","DE",502,444,0,58,,,79,0,,,78185,2042,,,,,,10499,9524,55,0,,,,,13004,6350,106109,979,106109,979,,,,,88684,2091,,0
"2020-06-18","FL",3154,3154,44,,12862,12862,,189,,,1425386,22346,,171364,1665500,,,82854,,2694,0,,,7717,,114435,,1590585,29092,1590585,29092,,,179109,,1512315,25556,1783115,30401
"2020-06-18","GA",2605,,30,,9663,9663,921,120,2109,,,0,,,,,,60912,60912,882,0,6982,,,,55069,,,0,656956,12699,121151,,,,,0,656956,12699
"2020-06-18","GU",5,,0,,,,0,0,,0,9395,385,,,,,0,193,185,5,0,2,,,,,170,,0,9588,390,114,,,,,0,9260,164
"2020-06-18","HI",17,17,0,,95,95,,3,,,63630,1127,,,,,,744,,4,0,,,,,709,639,72804,1452,72804,1452,,,,,64374,1131,74533,1455
"2020-06-18","IA",679,,6,,,,188,0,,64,216077,5407,,25453,,,47,24854,24854,393,0,,,2160,,,15604,,0,240931,5800,,,27641,,241301,5793,,0
"2020-06-18","ID",88,68,0,20,275,275,23,0,101,7,64380,1136,,,,,,3632,3258,92,0,,,,,,3013,,0,67638,1197,,,,,67638,1197,,0
"2020-06-18","IL",6718,6537,52,181,,,1878,0,,538,,0,,,,,321,135639,134778,593,0,,,,,,,,0,1283832,25504,,,,,,0,1283832,25504
"2020-06-18","IN",2491,2304,16,187,6589,6589,754,63,1389,236,343284,13115,,,,,103,41438,,425,0,,,,,42778,,,0,494589,13627,,,,,384722,13540,494589,13627
"2020-06-18","KS",247,,0,,1011,1011,,0,333,,130443,0,,,,146,,11681,,0,0,,,,,,,,0,142124,0,,,,,141888,0,,0
"2020-06-18","KY",520,518,2,2,2482,2482,400,27,975,68,,0,,,,,,13197,12846,202,0,,,,,,3506,,0,306029,6509,30238,,,,,0,306029,6509
"2020-06-18","LA",3062,2950,0,112,,,585,0,,,496587,0,,,,,83,48634,48634,0,0,,,,,,37017,,0,545221,0,,,,,,0,545221,0
"2020-06-18","MA",7770,7591,36,179,10985,10985,968,60,,227,634838,8943,,,,,125,106422,101853,271,0,,,,,134278,91404,,0,965653,17340,,,61085,,736691,9142,965653,17340
"2020-06-18","MD",3016,2886,20,130,10357,10357,660,48,,269,384379,6005,,,,,,63229,63229,260,0,,,,,72930,4640,,0,529738,8562,,,,,447608,6265,529738,8562
"2020-06-18","ME",102,102,0,,323,323,27,0,,10,,0,5843,,,,4,2878,2555,42,0,294,,,,3218,2300,,0,76793,1573,6145,,,,,0,76793,1573
"2020-06-18","MI",6061,5818,25,243,,,557,0,,209,,0,,,783388,,101,66798,60618,301,0,,,,,82889,44964,,0,866277,0,132227,,,,,0,866277,0
"2020-06-18","MN",1376,1344,19,32,3718,3718,345,29,1144,171,429204,11913,,,,,,31675,31675,379,0,,,,,,27566,460879,12292,460879,12292,,,,,,0,,0
"2020-06-18","MO",946,,37,,,,533,0,,,280434,12057,,34715,252506,,64,16908,16908,283,0,,,1363,,17275,,,0,270232,0,,,36078,,297342,12551,270232,0
"2020-06-18","MP",2,,0,,,,,0,,,8139,0,,,,,,30,30,0,0,,,,,,19,,0,8169,0,,,,,,0,8169,0
"2020-06-18","MS",938,922,0,16,2767,2767,668,0,,161,218074,0,,,,,100,20641,20500,0,0,,,,,,15323,,0,238715,0,10353,,,,,0,238574,0
"2020-06-18","MT",20,,0,,81,81,8,3,,,,0,,,,,,655,,25,0,,,,,,545,,0,66870,1355,,,,,,0,66870,1355
"2020-06-18","NC",1175,1175,7,,,,857,0,,,,0,,,,,,48188,48188,1333,0,,,,,,,,0,657507,17071,,,,,,0,657507,17071
"2020-06-18","ND",81,,3,,208,208,26,7,,,87461,953,4069,,,,,3189,3189,29,0,130,,,,,2809,141150,4087,141150,4087,4199,,,,88358,929,144249,4188
"2020-06-18","NE",234,,3,,1141,1141,156,25,,,127587,2231,,,155905,,,17226,,195,0,,,,,20774,10761,,0,177205,3652,,,,,144996,2430,177205,3652
"2020-06-18","NH",331,,1,,533,533,56,2,158,,98275,1727,,,,,,5450,,14,0,,,,,,4140,,0,125637,2525,19442,,16848,,103725,1741,125637,2525
"2020-06-18","NJ",14550,12800,32,1750,19010,19010,1258,0,,319,1003627,23489,,,,,257,168771,168107,428,0,,,,,,,,0,1172398,23917,,,,,,0,1171734,23893
"2020-06-18","NM",456,,4,,1726,1726,157,11,,,,0,,,,,,10153,,88,0,,,,,,4439,,0,275897,0,,,,,,0,275897,0
"2020-06-18","NV",489,,3,,,,357,0,,93,218720,2952,,,,,55,12076,12076,234,0,,,,,,,270046,7094,270046,7094,,,,,230728,3136,264568,3767
"2020-06-18","NY",24661,,32,,,,1358,0,,388,,0,,,,,278,385760,,618,0,,,,,,,3179660,68541,3179660,68541,,,,,,0,,0
"2020-06-18","OH",2633,2401,22,232,7104,7104,547,53,1807,219,,0,,,,,149,43122,39973,700,0,,,,,47260,,,0,629892,16653,,,,,,0,629892,16653
"2020-06-18","OK",366,,2,,1146,1146,197,0,,89,260199,3671,,,260199,,,9354,9354,450,0,974,,,,10535,7071,,0,269553,4121,27415,,,,,0,271339,3915
"2020-06-18","OR",183,,1,,929,929,158,17,,54,178132,4692,,,259703,,26,6218,,120,0,,,,,14807,2457,,0,274510,7455,,,,,184139,4802,274510,7455
"2020-06-18","PA",6361,,42,,,,740,0,,,543832,10819,,,,,170,80236,77949,418,0,,,,,,60979,738704,14366,738704,14366,,,,,621781,11225,,0
"2020-06-18","PR",147,57,0,90,,,73,0,,9,113280,0,,,112331,,5,1496,1496,10,0,4615,,,,2326,,,0,114776,10,,,,,,0,114723,0
"2020-06-18","RI",885,,9,,1911,1911,126,13,,23,123216,1219,,,195774,,13,16354,,71,0,,,,,23058,,219563,2941,219563,2941,,,,,139570,1290,218832,3015
"2020-06-18","SC",621,621,4,0,2055,2055,626,0,,,258975,6777,29838,,251540,,,21548,21533,992,0,1538,,,,28983,9734,,0,280523,7769,31376,,,,,0,280523,7774
"2020-06-18","SD",78,,0,,585,585,93,15,,,64244,1306,,,,,,6109,,59,0,,,,,9415,5221,,0,78833,2288,,,,,70353,1365,78833,2288
"2020-06-18","TN",509,488,12,21,2209,2209,617,29,,,,0,,,613966,,,32829,32595,686,0,,,,,38194,21949,,0,652160,7816,,,,,,0,652160,7816
"2020-06-18","TX",2105,,43,,,,2947,0,,1088,,0,,,,,,99851,99851,3516,0,6258,401,,,149615,63812,,0,1756875,50012,152796,2475,,,,0,1756875,50012
"2020-06-18","UT",152,,3,,1120,1120,282,18,326,66,272548,3596,,,315924,145,,15839,,495,0,,11,,11,18553,8786,,0,334477,4995,,46,,39,289157,4121,334477,4995
"2020-06-18","VA",1586,1482,3,104,5744,5744,857,52,,241,,0,,,,,129,56238,53769,463,0,3803,88,,,66774,,531435,11335,531435,11335,63844,182,,,,0,,0
"2020-06-18","VI",6,,0,,,,,0,,,2354,0,,,,,,73,,0,0,,,,,,64,,0,2427,0,,,,,2440,0,,0
"2020-06-18","VT",56,56,1,,,,11,0,,,51817,1076,,,,,,1135,1135,6,0,,,,,,917,,0,62072,1346,,,,,52952,1082,62072,1346
"2020-06-18","WA",1226,1226,-5,,3938,3938,373,23,,,,0,,,,,47,28585,28585,494,0,,,,,,,541935,9795,541935,9795,,,,,469768,6619,,0
"2020-06-18","WI",719,719,7,,3160,3160,241,32,701,82,433913,10177,,,,,,26590,23876,461,0,,,,,,18055,547362,14175,547362,14175,,,,,457789,10599,,0
"2020-06-18","WV",88,,0,,,,25,0,,5,,0,,,,,2,2418,2336,42,0,,,,,,1665,,0,141294,4735,8070,,,,,0,141294,4735
"2020-06-18","WY",18,,0,,97,97,8,0,,,35010,1055,,,37479,,,1144,906,30,0,,,,,1129,870,,0,38608,1131,,,,,,0,38608,1131
"2020-06-17","AK",12,12,0,,61,61,23,0,,,,0,,,,,0,701,,20,0,,,,,,438,,0,77709,1494,,,,,,0,77709,1494
"2020-06-17","AL",790,784,5,6,2352,2352,688,37,687,,283411,4899,,,,401,,27312,26914,400,0,,,,,,15974,,0,310325,5289,,,,,310325,5289,,0
"2020-06-17","AR",197,,15,,1052,1052,217,26,,,207093,14718,,,,168,53,13606,13606,415,0,,,,,,8996,,0,220699,15407,,,,,,0,220699,15407
"2020-06-17","AS",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-17","AZ",1239,1159,20,80,4224,4224,1582,15,,531,325269,10032,,,,,346,40924,40577,1827,0,,,,,,,,0,511836,17988,163007,,136117,,365846,11855,511836,17988
"2020-06-17","CA",5208,,87,,,,4522,0,,1318,,0,,,,,,157015,157015,3455,0,,,,,,,,0,2997988,60233,,,,,,0,2997988,60233
"2020-06-17","CO",1631,1299,14,332,5294,5294,270,22,,,232543,5318,84783,,,,,29673,27003,231,0,6236,,,,,,308267,6818,308267,6818,91019,,,,259546,5526,,0
"2020-06-17","CT",4219,3373,9,846,9912,9912,186,0,,,,0,,,330006,,,45429,43487,80,0,,,,,55715,7611,,0,387057,9880,,,,,,0,387057,9880
"2020-06-17","DC",523,,3,,,,197,0,,73,,0,,,,,47,9847,,29,0,,,,,,1155,70086,2960,70086,2960,,,,,56073,2615,,0
"2020-06-17","DE",502,444,3,58,,,83,0,,,76143,472,,,,,,10444,9470,41,0,,,,,12964,6305,105130,2648,105130,2648,,,,,86593,519,,0
"2020-06-17","FL",3110,3110,25,,12673,12673,,184,,,1403040,22840,,171364,1638911,,,80160,,2427,0,,,7717,,110650,,1561493,22825,1561493,22825,,,179109,,1486759,25462,1752714,30647
"2020-06-17","GA",2575,,46,,9543,9543,881,89,2084,,,0,,,,,,60030,60030,952,0,6912,,,,54227,,,0,644257,15453,118426,,,,,0,644257,15453
"2020-06-17","GU",5,,0,,,,0,0,,0,9010,164,,,,,0,188,180,2,0,2,,,,,170,,0,9198,166,114,,,,,0,9096,295
"2020-06-17","HI",17,17,0,,92,92,,1,,,62503,1211,,,,,,740,,4,0,,,,,703,637,71352,1198,71352,1198,,,,,63243,1215,73078,1503
"2020-06-17","IA",673,,4,,,,188,0,,64,210670,4211,,25186,,,47,24461,24461,282,0,,,2152,,,15289,,0,235131,4493,,,27366,,235508,4496,,0
"2020-06-17","ID",88,68,0,20,275,275,28,5,101,8,63244,1059,,,,,,3540,3197,78,0,,,,,,2921,,0,66441,1135,,,,,66441,1135,,0
"2020-06-17","IL",6666,6485,87,181,,,1878,0,,563,,0,,,,,331,135046,134185,546,0,,,,,,,,0,1258328,29987,,,,,,0,1258328,29987
"2020-06-17","IN",2475,2289,28,186,6526,6526,789,45,1384,238,330169,7210,,,,,105,41013,,227,0,,,,,42306,,,0,480962,13141,,,,,371182,7437,480962,13141
"2020-06-17","KS",247,,2,,1011,1011,,23,333,,130443,4900,,,,146,,11681,,262,0,,,,,,,,0,142124,5162,,,,,141888,5147,,0
"2020-06-17","KY",518,516,6,2,2455,2455,416,19,971,61,,0,,,,,,12995,12646,166,0,,,,,,3444,,0,299520,4820,30190,,,,,0,299520,4820
"2020-06-17","LA",3062,2950,20,112,,,585,0,,,496587,11576,,,,,83,48634,48634,928,0,,,,,,37017,,0,545221,12504,,,,,,0,545221,12504
"2020-06-17","MA",7734,7568,69,166,10925,10925,998,58,,227,625895,8133,,,,,135,106151,101654,266,0,,,,,133872,88725,,0,948313,17892,,,59940,,727549,8313,948313,17892
"2020-06-17","MD",2996,2866,14,130,10309,10309,702,47,,283,378374,11558,,,,,,62969,62969,560,0,,,,,72479,4596,,0,521176,15594,,,,,441343,12118,521176,15594
"2020-06-17","ME",102,102,1,,323,323,27,2,,10,,0,5843,,,,5,2836,2509,17,0,294,,,,3170,2275,,0,75220,1669,6145,,,,,0,75220,1669
"2020-06-17","MI",6036,5792,2,244,,,562,0,,210,,0,,,783388,,131,66497,60393,228,0,,,,,82889,44964,,0,866277,14447,132227,,,,,0,866277,14447
"2020-06-17","MN",1357,1325,13,32,3689,3689,351,31,1136,181,417291,19028,,,,,,31296,31296,414,0,,,,,,27404,448587,19442,448587,19442,,,,,,0,,0
"2020-06-17","MO",909,,27,,,,533,0,,,268377,0,,33637,252506,,66,16625,16625,211,0,,,1308,,17275,,,0,270232,0,,,34945,,284791,0,270232,0
"2020-06-17","MP",2,,0,,,,,0,,,8139,0,,,,,,30,30,0,0,,,,,,19,,0,8169,0,,,,,,0,8169,0
"2020-06-17","MS",938,922,23,16,2767,2767,668,39,,161,218074,4061,,,,,100,20641,20500,489,0,,,,,,15323,,0,238715,4550,10222,,,,,0,238574,4548
"2020-06-17","MT",20,,1,,78,78,5,-1,,,,0,,,,,,630,,16,0,,,,,,538,,0,65515,1938,,,,,,0,65515,1938
"2020-06-17","NC",1168,1168,14,,,,846,0,,,,0,,,,,,46855,46855,1002,0,,,,,,,,0,640436,13726,,,,,,0,640436,13726
"2020-06-17","ND",78,,1,,201,201,25,1,,,86508,981,3997,,,,,3160,3160,39,0,128,,,,,2756,137063,4343,137063,4343,4125,,,,87429,954,140061,4406
"2020-06-17","NE",231,,11,,1116,1116,156,28,,,125356,2694,,,152535,,,17031,,180,0,,,,,20503,10529,,0,173553,3324,,,,,142566,2876,173553,3324
"2020-06-17","NH",330,,4,,531,531,56,10,156,,96548,1826,,,,,,5436,,72,0,,,,,,4104,,0,123112,2636,19109,,16599,,101984,1898,123112,2636
"2020-06-17","NJ",14518,12769,42,1749,19010,19010,1352,131,,358,980138,15782,,,,,254,168343,167703,307,0,,,,,,,,0,1148481,16089,,,,,,0,1147841,16059
"2020-06-17","NM",452,,5,,1715,1715,161,17,,,,0,,,,,,10065,,132,0,,,,,,4351,,0,275897,4344,,,,,,0,275897,4344
"2020-06-17","NV",486,,1,,,,360,0,,96,215768,4952,,,,,45,11842,11842,184,0,,,,,,,262952,5233,262952,5233,,,,,227592,5132,260801,6002
"2020-06-17","NY",24629,,21,,,,1479,0,,431,,0,,,,,304,385142,,567,0,,,,,,,3111119,59341,3111119,59341,,,,,,0,,0
"2020-06-17","OH",2611,2377,14,234,7051,7051,541,44,1797,215,,0,,,,,148,42422,39303,412,0,,,,,46485,,,0,613239,10724,,,,,,0,613239,10724
"2020-06-17","OK",364,,1,,1146,1146,181,16,,92,256528,3368,,,256528,,,8904,8904,259,0,974,,,,10296,6898,,0,265432,3627,27415,,,,,0,267424,3542
"2020-06-17","OR",182,,2,,912,912,141,13,,50,173440,3124,,,252413,,22,6098,,278,0,,,,,14642,2431,,0,267055,5884,,,,,179337,3396,267055,5884
"2020-06-17","PA",6319,,43,,,,788,0,,,533013,9404,,,,,179,79818,77543,335,0,,,,,,59863,724338,12787,724338,12787,,,,,610556,9717,,0
"2020-06-17","PR",147,57,0,90,,,78,0,,8,113280,0,,,112331,,1,1486,1486,7,0,4517,,,,2326,,,0,114766,7,,,,,,0,114723,0
"2020-06-17","RI",876,,11,,1898,1898,126,9,,17,121997,1207,,,192904,,13,16283,,51,0,,,,,22913,,216622,3118,216622,3118,,,,,138280,1258,215817,2679
"2020-06-17","SC",617,617,10,0,2055,2055,607,0,,,252198,4509,28878,,244957,,,20556,20551,566,0,1500,,,,27792,9734,,0,272754,5075,30378,,,,,0,272749,5070
"2020-06-17","SD",78,,1,,570,570,91,8,,,62938,1702,,,,,,6050,,84,0,,,,,9304,5143,,0,76545,1051,,,,,68988,1786,76545,1051
