"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-02-07","GA",15092,13326,2,1766,51842,51842,3740,110,8598,,,0,,,,,,940991,772978,3589,0,64668,,,,744698,,,0,6664276,35699,453432,,,,,0,6664276,35699
"2021-02-07","GU",130,,1,,,,9,0,,3,101552,0,,,,,2,7649,7442,6,0,23,246,,,,7416,,0,109201,6,343,8392,,,,0,108981,0
"2021-02-07","HI",418,418,2,,2106,2106,64,0,,17,,0,,,,,13,27163,26468,75,0,,,,,26043,,1002019,4696,1002019,4696,,,,,,0,,0
"2021-02-07","IA",5108,,0,,,,316,0,,68,996780,1652,,88766,2240056,,32,271381,271381,446,0,,56369,15165,53063,294069,293597,,0,1268161,2098,,1187711,103979,223290,1270520,2104,2547600,6050
"2021-02-07","ID",1767,1553,9,214,6793,6793,207,8,1184,41,478767,951,,,,,,165209,134443,240,0,,,,,,86078,,0,613210,1129,,78973,,,613210,1129,1014556,2720
"2021-02-07","IL",21738,19633,62,2105,,,2188,0,,507,,0,,,,,245,1146341,,2060,0,,,,,,,,0,16636585,81550,,,,,,0,16636585,81550
"2021-02-07","IN",11817,11401,65,416,41034,41034,1287,63,7177,290,2366719,5633,,,,,153,639711,,1724,0,,,,,727970,,,0,7285821,48517,,,,,3006430,7357,7285821,48517
"2021-02-07","KS",4101,,0,,8680,8680,526,0,2361,129,915491,0,,,,411,52,281562,,0,0,,,,,,,,0,1197053,0,,,,,1197053,0,2282959,0
"2021-02-07","KY",4051,3689,31,362,17411,17411,1235,31,3684,290,,0,,,,,140,377790,293708,1528,0,8784,32570,,,233912,44945,,0,3676301,0,108970,390097,,,,0,3676301,0
"2021-02-07","LA",9119,8522,43,597,,,1166,0,,,4763027,33259,,,,,143,411812,356852,1951,0,,,,,,363457,,0,5174839,35210,,392574,,,,0,5119879,34589
"2021-02-07","MA",14999,14698,78,301,18402,18402,1389,0,,318,4166477,12364,,,,,191,543934,516530,3107,0,,,14275,,618310,425717,,0,14325516,113095,,,149467,497964,4683007,15368,14325516,113095
"2021-02-07","MD",7349,7170,20,179,33065,33065,1402,202,,326,2885052,8174,,164849,,,,363650,363650,1566,0,,,24579,,443007,9525,,0,7237247,48609,,,189428,,3248702,9740,7237247,48609
"2021-02-07","ME",635,622,1,13,1442,1442,123,6,,35,,0,13798,,,,17,41218,33022,154,0,729,8822,,,38292,12526,,0,1422591,9284,14539,160879,,,,0,1422591,9284
"2021-02-07","MI",15854,14894,0,960,,,1296,0,,300,,0,,,8989236,,155,620685,567648,0,0,,,,,719280,498495,,0,9708516,0,500609,,,,,0,9708516,0
"2021-02-07","MN",6299,6038,10,261,24745,24745,362,59,5101,82,2867356,7676,,,,,,468118,447071,901,0,,,,,,453225,6415297,23541,6415297,23541,,364727,,,3314427,8438,,0
"2021-02-07","MO",7143,,1,,,,1637,0,,348,1799152,3234,120119,,3725886,,210,466217,466217,769,0,21351,74876,,,514614,,,0,4249531,11676,141657,701782,128051,300966,2265369,4003,4249531,11676
"2021-02-07","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,133,133,0,0,,,,,,29,,0,17562,0,,,,,17542,0,26131,0
"2021-02-07","MS",6269,4480,3,1789,8777,8777,842,0,,215,1327630,0,,,,,120,281678,176889,900,0,,,,,,238176,,0,1609308,900,74723,648722,,,,0,1501413,0
"2021-02-07","MT",1314,,2,,4353,4353,101,3,,18,,0,,,,,10,95790,93246,73,0,,,,,,91162,,0,988597,1962,,,,,,0,988597,1962
"2021-02-07","NC",9983,8951,57,1032,,,2378,0,,584,,0,,,,,,796195,703244,4674,0,,,,,,,,0,8679100,52994,,602161,,,,0,8679100,52994
"2021-02-07","ND",1451,,0,,3805,3805,39,4,557,9,299101,57,,,,,,98155,93583,49,0,,,,,,95946,1362842,919,1362842,919,,105862,,,397256,106,1452509,1130
"2021-02-07","NE",1968,,0,,5896,5896,272,9,,,742409,1057,,,1955313,,,193722,,301,0,,,,,223900,140408,,0,2181508,10003,,,,,936615,1358,2181508,10003
"2021-02-07","NH",1104,,6,,1056,1056,186,2,334,,560057,796,,,,,,68379,48704,318,0,,,,,,63614,,0,1314190,6587,38344,150752,36844,,608761,1023,1314190,6587
"2021-02-07","NJ",21989,19802,25,2187,61523,61523,2837,71,,571,8998911,0,,,,,373,722167,645011,4332,0,,,,,,,,0,9721078,4332,,,,,,0,9639998,0
"2021-02-07","NM",3399,,13,,12408,12408,403,16,,,,0,,,,,,177556,,342,0,,,,,,111037,,0,2430327,11870,,,,,,0,2430327,11870
"2021-02-07","NV",4520,,24,,,,983,0,,250,1068478,1987,,,,,151,284042,284042,651,0,,,,,,,2550066,7772,2550066,7772,,,,,1352520,2638,,0
"2021-02-07","NY",36224,,145,,,,7649,0,,1459,,0,,,,,979,1470772,,10025,0,,,,,,,33498467,250892,33498467,250892,,,,,,0,,0
"2021-02-07","OH",11659,10351,7,1308,47538,47538,1978,61,6836,530,,0,,,,,339,920217,798069,2138,0,,74971,,,826218,824080,,0,9347896,36499,,1394769,,,,0,9347896,36499
"2021-02-07","OK",3813,,52,,22751,22751,917,158,,283,2889535,0,,,2889535,,,403954,,2174,0,18634,,,,372068,373490,,0,3293489,2174,139139,,,,,0,3269963,0
"2021-02-07","OR",2019,,17,,7971,7971,263,0,,61,,0,,,3078780,,28,146741,,603,0,,,,,192701,,,0,3271481,0,,,,,,0,3271481,0
"2021-02-07","PA",22467,,71,,,,2913,0,,592,3701028,12843,,,,,329,870321,754240,4717,0,,,,,,735763,9459462,0,9459462,0,,,,,4455268,17098,,0
"2021-02-07","PR",1883,1590,11,293,,,258,0,,37,305972,0,,,395291,,37,95839,88810,484,0,71815,,,,20103,84935,,0,401811,484,,,,,,0,415664,0
"2021-02-07","RI",2228,,5,,8468,8468,288,0,,41,671653,11005,,,2520674,,20,118893,,372,0,,,,,142088,,2662762,17710,2662762,17710,,,,,790546,11377,,0
"2021-02-07","SC",7651,6849,40,802,18756,18756,1526,79,,359,3996689,33408,100845,,3879380,,224,466373,412996,3392,0,23601,93941,,,530305,207101,,0,4463062,36800,124446,711154,,,,0,4409685,35765
"2021-02-07","SD",1809,,5,,6370,6370,113,11,,25,298234,412,,,,,15,109229,97406,97,0,,,,,102714,105104,,0,660930,1384,,,,,407463,509,660930,1384
"2021-02-07","TN",10469,8465,6,2004,17656,17656,1439,14,,405,,0,,,5750383,,211,744600,628968,2387,0,,126335,,,724811,705492,,0,6475194,27884,,960489,,,,0,6475194,27884
"2021-02-07","TX",38643,,167,,,,9652,0,,2843,,0,,,,,,2483742,2160098,6959,0,133447,177045,,,2435800,2091113,,0,18072290,37467,964000,1980915,,,,0,18072290,37467
"2021-02-07","UT",1736,,3,,13862,13862,391,34,2170,120,1462545,3620,,,2347026,750,,354608,,908,0,,53389,,51166,330053,321756,,0,2677079,8083,,796208,,310646,1765389,4226,2677079,8083
"2021-02-07","VA",6778,5840,5,938,22102,22102,2303,67,,456,,0,,,,,301,529125,421466,2949,0,24642,109147,,,517910,,5437773,27356,5437773,27356,212551,1147133,,,,0,,0
"2021-02-07","VI",24,,0,,,,,0,,,40590,477,,,,,,2466,,17,0,,,,,,2371,,0,43056,494,,,,,43160,493,,0
"2021-02-07","VT",183,,1,,,,67,0,,20,298731,1393,,,,,,12900,12579,134,0,,,,,,9528,,0,930501,13310,,,,,311310,1525,930501,13310
"2021-02-07","WA",4449,,0,,18283,18283,737,127,,186,,0,,,,,73,320146,304382,775,0,,,,,,,4716859,22209,4716859,22209,,,,,,0,,0
"2021-02-07","WI",6613,6054,2,559,24885,24885,570,61,2201,144,2534922,3856,,,,,,600782,549826,766,0,,,,,,529120,6348701,14437,6348701,14437,,,,,3084748,4527,,0
"2021-02-07","WV",2129,1820,10,309,,,381,0,,115,,0,,,,,51,124708,99933,518,0,,,,,,106442,,0,1991579,9307,31206,,,,,0,1991579,9307
"2021-02-07","WY",624,,0,,1302,1302,44,-1,,,172913,0,,,636359,,,52627,44897,9,0,,,,,47008,51016,,0,683414,0,,,,,217824,0,683414,0
"2021-02-06","AK",279,,0,,1219,1219,44,0,,,,0,,,1470760,,11,53279,,0,0,,,,,64404,,,0,1536911,0,,,,,,0,1536911,0
"2021-02-06","AL",8513,6746,64,1767,43005,43005,1551,0,2575,,1811811,29900,,,,1460,,471311,370210,1992,0,,,,,,252880,,0,2182021,32337,,,108818,,2182021,32337,,0
"2021-02-06","AR",5061,4043,11,1018,14049,14049,750,147,,263,2277271,11290,,,2277271,1458,124,306064,243214,1341,0,,,,73688,,284162,,0,2520485,12253,,,,388441,,0,2520485,12253
"2021-02-06","AS",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-02-06","AZ",14011,12451,63,1560,54507,54507,3060,198,,849,2801489,7563,,,,,561,779093,728608,3471,0,,,,,,,,0,6922180,33060,545719,,421751,,3530097,10512,6922180,33060
"2021-02-06","CA",43647,,623,,,,13137,0,,3479,,0,,,,,,3320862,3320862,12394,0,,,,,,,,0,43719155,286051,,,,,,0,43719155,286051
"2021-02-06","CO",5721,5010,17,711,22277,22277,538,19,,,2062397,7057,308913,,,,,404255,383602,1541,0,46993,,,,,,5628286,33861,5628286,33861,360904,,,,2445999,8373,,0
"2021-02-06","CT",7214,5895,0,1319,,,827,0,,,,0,,,5364339,,,259372,243583,0,0,,16362,,,295992,,,0,5667649,0,,274842,,,,0,5667649,0
"2021-02-06","DC",947,,7,,,,239,0,,56,,0,,,,,39,37877,,243,0,,,,,,26680,1129442,6537,1129442,6537,,,,,417602,1397,,0
"2021-02-06","DE",1202,1087,11,115,,,267,0,,31,514921,1742,,,,,,79832,75875,286,0,,,,,83169,,1260655,7001,1260655,7001,,,,,594753,2028,,0
"2021-02-06","FL",28058,,145,,75363,75363,5377,301,,,8625391,28676,578113,560932,15141916,,,1739276,1430155,7345,0,71851,,69600,,2270480,,19759916,108034,19759916,108034,650372,,630838,,10364667,36021,17494320,79877
"2021-02-06","GA",15090,13324,232,1766,51732,51732,4239,253,8590,,,0,,,,,,937402,769825,4490,0,64114,,,,740654,,,0,6628577,31527,452034,,,,,0,6628577,31527
"2021-02-06","GU",129,,0,,,,8,0,,3,101552,0,,,,,2,7643,7436,7,0,23,246,,,,7416,,0,109195,7,343,8392,,,,0,108981,0
"2021-02-06","HI",416,416,0,,2106,2106,64,0,,17,,0,,,,,13,27088,26393,107,0,,,,,25966,,997323,9206,997323,9206,,,,,,0,,0
"2021-02-06","IA",5108,,41,,,,336,0,,67,995128,822,,88754,2234618,,30,270935,270935,302,0,,56308,15154,53001,293563,293073,,0,1266063,1124,,1185288,103956,223218,1268416,1127,2541550,4656
"2021-02-06","ID",1758,1544,11,214,6785,6785,199,14,1184,41,477816,1119,,,,,,164969,134265,404,0,,,,,,85439,,0,612081,1445,,78973,,,612081,1445,1011836,3937
"2021-02-06","IL",21676,19585,73,2091,,,2271,0,,485,,0,,,,,246,1144281,,3062,0,,,,,,,,0,16555035,90295,,,,,,0,16555035,90295
"2021-02-06","IN",11752,11346,66,406,40971,40971,1399,80,7158,300,2361086,7188,,,,,163,637987,,2816,0,,,,,725910,,,0,7237304,56220,,,,,2999073,10004,7237304,56220
"2021-02-06","KS",4101,,0,,8680,8680,526,0,2361,129,915491,0,,,,411,52,281562,,0,0,,,,,,,,0,1197053,0,,,,,1197053,0,2282959,0
"2021-02-06","KY",4020,3660,49,360,17380,17380,1294,98,3679,318,,0,,,,,164,376262,292581,1994,0,8784,32570,,,233912,44916,,0,3676301,7818,108970,390097,,,,0,3676301,7818
"2021-02-06","LA",9076,8482,0,594,,,1275,0,,,4729768,0,,,,,167,409861,355522,0,0,,,,,,363457,,0,5139629,0,,386571,,,,0,5085290,0
"2021-02-06","MA",14921,14622,62,299,18402,18402,1451,0,,310,4154113,11850,,,,,189,540827,513526,3619,0,,,14275,,614847,425717,,0,14212421,129509,,,149467,496324,4667639,15228,14212421,129509
"2021-02-06","MD",7329,7150,42,179,32863,32863,1419,176,,337,2876878,6751,,164849,,,,362084,362084,1500,0,,,24579,,439220,9514,,0,7188638,44020,,,189428,,3238962,8251,7188638,44020
"2021-02-06","ME",634,621,2,13,1436,1436,132,5,,40,,0,13798,,,,21,41064,32901,265,0,729,8754,,,38073,12521,,0,1413307,9997,14539,159326,,,,0,1413307,9997
"2021-02-06","MI",15854,14894,104,960,,,1296,0,,300,,0,,,8989236,,155,620685,567648,1186,0,,,,,719280,498495,,0,9708516,37025,500609,,,,,0,9708516,37025
"2021-02-06","MN",6289,6028,16,261,24686,24686,362,69,5098,82,2859680,8283,,,,,,467217,446309,993,0,,,,,,452183,6391756,30774,6391756,30774,,359988,,,3305989,9113,,0
"2021-02-06","MO",7142,,12,,,,1666,0,,353,1795918,3606,119875,,3715054,,220,465448,465448,1004,0,21197,74535,,,513798,,,0,4237855,14508,141259,697891,127745,298947,2261366,4610,4237855,14508
"2021-02-06","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,133,133,0,0,,,,,,29,,0,17562,0,,,,,17542,0,26131,0
"2021-02-06","MS",6266,4479,44,1787,8777,8777,842,0,,215,1327630,0,,,,,120,280778,176369,1036,0,,,,,,238176,,0,1608408,1036,74723,648722,,,,0,1501413,0
"2021-02-06","MT",1312,,5,,4350,4350,107,9,,18,,0,,,,,10,95717,93186,259,0,,,,,,91060,,0,986635,5457,,,,,,0,986635,5457
"2021-02-06","NC",9926,8901,85,1025,,,2468,0,,591,,0,,,,,,791521,699321,4172,0,,,,,,,,0,8626106,54563,,598343,,,,0,8626106,54563
"2021-02-06","ND",1451,,0,,3801,3801,36,4,556,8,299044,441,,,,,,98106,93547,11,0,,,,,,95834,1361923,1736,1361923,1736,,105338,,,397150,452,1451379,2339
"2021-02-06","NE",1968,,10,,5887,5887,275,14,,,741352,1362,,,1945734,,,193421,,352,0,,,,,223487,139885,,0,2171505,12534,,,,,935257,1715,2171505,12534
"2021-02-06","NH",1098,,7,,1054,1054,183,4,334,,559261,2245,,,,,,68061,48477,466,0,,,,,,62942,,0,1307603,10132,38287,150114,36786,,607738,2517,1307603,10132
"2021-02-06","NJ",21964,19777,78,2187,61452,61452,2895,119,,737,8998911,49996,,,,,380,717835,641087,4511,0,,,,,,,,0,9716746,54507,,,,,,0,9639998,53726
"2021-02-06","NM",3386,,8,,12392,12392,419,11,,,,0,,,,,,177214,,421,0,,,,,,110240,,0,2418457,15973,,,,,,0,2418457,15973
"2021-02-06","NV",4496,,33,,,,983,0,,250,1066491,2493,,,,,151,283391,283391,898,0,,,,,,,2542294,10408,2542294,10408,,,,,1349882,3391,,0
"2021-02-06","NY",36079,,159,,,,7804,0,,1481,,0,,,,,995,1460747,,11252,0,,,,,,,33247575,261285,33247575,261285,,,,,,0,,0
"2021-02-06","OH",11652,10344,81,1308,47477,47477,2030,139,6832,529,,0,,,,,348,918079,796430,3549,0,,74412,,,823573,819180,,0,9311397,45955,,1382745,,,,0,9311397,45955
"2021-02-06","OK",3761,,51,,22593,22593,917,140,,283,2889535,23118,,,2889535,,,401780,,2053,0,18634,,,,372068,371736,,0,3291315,25171,139139,,,,,0,3269963,26172
"2021-02-06","OR",2002,,4,,7971,7971,263,45,,61,,0,,,3078780,,28,146138,,818,0,,,,,192701,,,0,3271481,17816,,,,,,0,3271481,17816
"2021-02-06","PA",22396,,157,,,,2934,0,,609,3688185,9961,,,,,338,865604,749985,3930,0,,,,,,735763,9459462,51745,9459462,51745,,,,,4438170,13108,,0
"2021-02-06","PR",1872,1580,5,292,,,265,0,,42,305972,0,,,395291,,38,95355,88352,291,0,71063,,,,20103,84659,,0,401327,291,,,,,,0,415664,0
"2021-02-06","RI",2223,,11,,8468,8468,288,0,,41,660648,25801,,,2503381,,20,118521,,630,0,,,,,141671,,2645052,33795,2645052,33795,,,,,779169,26431,,0
"2021-02-06","SC",7611,6816,58,795,18677,18677,1600,116,,371,3963281,31963,100546,,3846781,,224,462981,410639,3007,0,23355,93085,,,527139,205514,,0,4426262,34970,123901,704179,,,,0,4373920,33815
"2021-02-06","SD",1804,,6,,6359,6359,115,13,,25,297822,648,,,,,15,109132,97342,188,0,,,,,102622,104956,,0,659546,1526,,,,,406954,836,659546,1526
"2021-02-06","TN",10463,8457,58,2006,17642,17642,1514,78,,418,,0,,,5724638,,228,742213,627141,3182,0,,125726,,,722672,703426,,0,6447310,29654,,956295,,,,0,6447310,29654
"2021-02-06","TX",38476,,348,,,,9957,0,,2885,,0,,,,,,2476783,2154678,13897,0,133307,175629,,,2430693,2080185,,0,18034823,111908,963296,1955420,,,,0,18034823,111908
"2021-02-06","UT",1733,,5,,13828,13828,419,73,2169,123,1458925,4274,,,2339650,749,,353700,,1211,0,,53132,,50920,329346,320182,,0,2668996,10924,,792696,,309027,1761163,5144,2668996,10924
"2021-02-06","VA",6773,5835,41,938,22035,22035,2376,142,,465,,0,,,,,294,526176,419382,4709,0,24445,108449,,,515484,,5410417,39368,5410417,39368,211924,1140604,,,,0,,0
"2021-02-06","VI",24,,0,,,,,0,,,40113,0,,,,,,2449,,0,0,,,,,,2359,,0,42562,0,,,,,42667,0,,0
"2021-02-06","VT",182,,1,,,,64,0,,16,297338,824,,,,,,12766,12447,154,0,,,,,,9372,,0,917191,9193,,,,,309785,972,917191,9193
"2021-02-06","WA",4449,,33,,18156,18156,737,85,,186,,0,,,,,73,319371,303961,1493,0,,,,,,,4694650,23835,4694650,23835,,,,,,0,,0
"2021-02-06","WI",6611,6052,36,559,24824,24824,593,90,2194,164,2531066,3504,,,,,,600016,549155,1114,0,,,,,,527575,6334264,29609,6334264,29609,,,,,3080221,4438,,0
"2021-02-06","WV",2119,1812,19,307,,,378,0,,115,,0,,,,,56,124190,99515,549,0,,,,,,105185,,0,1982272,12854,31074,,,,,0,1982272,12854
"2021-02-06","WY",624,,0,,1303,1303,44,1,,,172913,0,,,636359,,,52618,44933,42,0,,,,,47008,51018,,0,683414,0,,,,,217824,0,683414,0
"2021-02-05","AK",279,,0,,1219,1219,44,5,,,,0,,,1470760,,11,53279,,165,0,,,,,64404,,,0,1536911,7345,,,,,,0,1536911,7345
"2021-02-05","AL",8449,6697,84,1752,43005,43005,1671,194,2566,,1781911,0,,,,1458,,469319,368853,1496,0,,,,,,252880,,0,2149684,0,,,140376,,2149684,0,,0
"2021-02-05","AR",5050,4032,41,1018,13902,13902,808,0,,289,2265981,10427,,,2265981,1449,144,304723,242251,1824,0,,,,73205,,282699,,0,2508232,11719,,,,385223,,0,2508232,11719
"2021-02-05","AS",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-02-05","AZ",13948,12399,196,1549,54309,54309,3167,218,,909,2793926,12298,,,,,573,775622,725659,3826,0,,,,,,,,0,6889120,47208,543935,,421679,,3519585,15705,6889120,47208
"2021-02-05","CA",43024,,558,,,,13672,0,,3527,,0,,,,,,3308468,3308468,14021,0,,,,,,,,0,43433104,197777,,,,,,0,43433104,197777
"2021-02-05","CO",5704,4994,27,710,22258,22258,564,82,,,2055340,8821,308913,,,,,402714,382286,1863,0,46993,,,,,,5594425,43290,5594425,43290,358310,,,,2437626,10483,,0
"2021-02-05","CT",7214,5895,29,1319,,,827,0,,,,0,,,5364339,,,259372,243583,1431,0,,16362,,,295992,,,0,5667649,43340,,274842,,,,0,5667649,43340
"2021-02-05","DC",940,,8,,,,251,0,,67,,0,,,,,39,37634,,269,0,,,,,,26551,1122905,6563,1122905,6563,,,,,416205,1355,,0
"2021-02-05","DE",1191,1076,56,115,,,290,0,,40,513179,1119,,,,,,79546,75589,321,0,,,,,82785,,1253654,2802,1253654,2802,,,,,592725,1440,,0
"2021-02-05","FL",27913,,215,,75062,75062,5428,341,,,8596715,44918,578113,560932,15072874,,,1731931,1424463,11171,0,71851,,69600,,2260188,,19651882,176996,19651882,176996,650372,,630838,,10328646,56089,17414443,122801
"2021-02-05","GA",14858,13146,102,1712,51479,51479,4239,232,8555,,,0,,,,,,932912,766604,4842,0,63710,,,,737367,,,0,6597050,35415,451037,,,,,0,6597050,35415
"2021-02-05","GU",129,,0,,,,6,0,,2,101552,355,,,,,2,7636,7429,14,0,23,246,,,,7416,,0,109188,369,343,8392,,,,0,108981,369
"2021-02-05","HI",416,416,0,,2106,2106,64,3,,17,,0,,,,,13,26981,26286,129,0,,,,,25847,,988117,5096,988117,5096,,,,,,0,,0
"2021-02-05","IA",5067,,34,,,,348,0,,66,994306,1857,,88493,2230348,,31,270633,270633,649,0,,56185,14916,52876,293232,291527,,0,1264939,2506,,1175736,103457,222308,1267289,2502,2536894,9391
"2021-02-05","ID",1747,1533,-1,214,6771,6771,203,22,1183,47,476697,1432,,,,,,164565,133939,402,0,,,,,,84824,,0,610636,1740,,78973,,,610636,1740,1007899,4901
"2021-02-05","IL",21603,19526,106,2077,,,2318,0,,491,,0,,,,,254,1141219,,3660,0,,,,,,,,0,16464740,105085,,,,,,0,16464740,105085
"2021-02-05","IN",11686,11280,49,406,40891,40891,1446,117,7148,322,2353898,4562,,,,,165,635171,,1481,0,,,,,722479,,,0,7181084,30280,,,,,2989069,6043,7181084,30280
"2021-02-05","KS",4101,,206,,8680,8680,526,102,2361,129,915491,7557,,,,411,52,281562,,2647,0,,,,,,,,0,1197053,10204,,,,,1197053,10204,2282959,34877
"2021-02-05","KY",3971,3619,50,352,17282,17282,1318,112,3658,330,,0,,,,,167,374268,291375,2256,0,8716,32412,,,233174,44692,,0,3668483,14932,108721,385950,,,,0,3668483,14932
"2021-02-05","LA",9076,8482,32,594,,,1275,0,,,4729768,17741,,,,,167,409861,355522,866,0,,,,,,363457,,0,5139629,18607,,386571,,,,0,5085290,18475
"2021-02-05","MA",14859,14563,75,296,18402,18402,1503,0,,322,4142263,12608,,,,,196,537208,510148,3287,0,,,14275,,610865,425717,,0,14082912,127468,,,149467,491939,4652411,15590,14082912,127468
"2021-02-05","MD",7287,7109,36,178,32687,32687,1444,156,,341,2870127,7637,,164849,,,,360584,360584,1547,0,,,24579,,439220,9514,,0,7144618,42260,,,189428,,3230711,9184,7144618,42260
"2021-02-05","ME",632,619,2,13,1431,1431,131,11,,45,,0,13798,,,,22,40799,32729,265,0,729,8654,,,37849,12498,,0,1403310,8147,14539,157104,,,,0,1403310,8147
"2021-02-05","MI",15750,14798,25,952,,,1296,0,,300,,0,,,8953726,,155,619499,566630,1754,0,,,,,717765,481801,,0,9671491,47633,499022,,,,,0,9671491,47633
"2021-02-05","MN",6273,6014,22,259,24617,24617,362,52,5092,82,2851397,7129,,,,,,466224,445479,1048,0,,,,,,450924,6360982,34889,6360982,34889,,356437,,,3296876,8042,,0
"2021-02-05","MO",7130,,13,,,,1682,0,,364,1792312,4803,118958,,3701664,,224,464444,464444,1325,0,20915,73638,,,512724,,,0,4223347,20146,140060,685880,126852,294156,2256756,6128,4223347,20146
"2021-02-05","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,133,133,0,0,,,,,,29,,0,17562,0,,,,,17542,0,26131,0
"2021-02-05","MS",6222,4461,40,1761,8777,8777,858,0,,229,1327630,0,,,,,128,279742,175814,1210,0,,,,,,238176,,0,1607372,1210,74723,648722,,,,0,1501413,0
"2021-02-05","MT",1307,,-1,,4341,4341,102,14,,24,,0,,,,,14,95458,92956,347,0,,,,,,90654,,0,981178,6455,,,,,,0,981178,6455
"2021-02-05","NC",9841,8838,113,1003,,,2523,0,,599,,0,,,,,,787349,696096,5547,0,,,,,,,,0,8571543,60695,,590881,,,,0,8571543,60695
"2021-02-05","ND",1451,,4,,3797,3797,33,0,555,7,298603,528,,,,,,98095,93583,61,0,,,,,,95777,1360187,3105,1360187,3105,,103537,,,396698,589,1449040,4091
"2021-02-05","NE",1958,,6,,5873,5873,285,11,,,739990,1919,,,1933683,,,193069,,520,0,,,,,223003,139287,,0,2158971,12700,,,,,933542,2441,2158971,12700
"2021-02-05","NH",1091,,6,,1050,1050,198,2,333,,557016,1412,,,,,,67595,48205,478,0,,,,,,62442,,0,1297471,9642,38207,144872,36713,,605221,1720,1297471,9642
"2021-02-05","NJ",21886,19699,93,2187,61333,61333,2825,161,,506,8948915,30206,,,,,342,713324,637357,4228,0,,,,,,,,0,9662239,34434,,,,,,0,9586272,33832
"2021-02-05","NM",3378,,23,,12381,12381,396,61,,,,0,,,,,,176793,,582,0,,,,,,109068,,0,2402484,15625,,,,,,0,2402484,15625
"2021-02-05","NV",4463,,39,,,,1072,0,,268,1063998,2302,,,,,155,282493,282493,897,0,,,,,,,2531886,9335,2531886,9335,,,,,1346491,3199,,0
"2021-02-05","NY",35920,,153,,,,7937,0,,1516,,0,,,,,1000,1449495,,8777,0,,,,,,,32986290,203627,32986290,203627,,,,,,0,,0
"2021-02-05","OH",11571,10270,62,1301,47338,47338,2170,228,6821,552,,0,,,,,377,914530,793822,3683,0,,73689,,,820770,812707,,0,9265442,51769,,1358995,,,,0,9265442,51769
"2021-02-05","OK",3710,,29,,22453,22453,951,136,,284,2866417,11978,,,2866417,,,399727,,2662,0,11794,,,,369792,369278,,0,3266144,14640,115559,,,,,0,3243791,13228
"2021-02-05","OR",1998,,7,,7926,7926,287,30,,64,,0,,,3061742,,27,145320,,715,0,,,,,191923,,,0,3253665,19839,,,,,,0,3253665,19839
"2021-02-05","PA",22239,,138,,,,3041,0,,644,3678224,7420,,,,,371,861674,746838,4688,0,,,,,,723806,9407717,40532,9407717,40532,,,,,4425062,10183,,0
"2021-02-05","PR",1867,1576,6,291,,,278,0,,41,305972,0,,,395291,,34,95064,88119,80,0,70437,,,,20103,84629,,0,401036,80,,,,,,0,415664,0
"2021-02-05","RI",2212,,3,,8468,8468,288,56,,41,634847,1897,,,2470800,,20,117891,,600,0,,,,,140457,,2611257,22174,2611257,22174,,,,,752738,2497,,0
"2021-02-05","SC",7553,6770,66,783,18561,18561,1637,99,,368,3931318,59298,100189,,3815603,,232,459974,408787,6096,0,23032,92185,,,524502,203808,,0,4391292,65394,123221,695882,,,,0,4340105,64157
"2021-02-05","SD",1798,,10,,6346,6346,121,12,,27,297174,583,,,,,17,108944,97221,131,0,,,,,102524,104716,,0,658020,2038,,,,,406118,714,658020,2038
"2021-02-05","TN",10405,8414,203,1991,17564,17564,1558,95,,438,,0,,,5697699,,235,739031,624834,2661,0,,124762,,,719957,700620,,0,6417656,27910,,944196,,,,0,6417656,27910
"2021-02-05","TX",38128,,401,,,,10259,0,,2931,,0,,,,,,2462886,2143353,14495,0,132409,174443,,,2418530,2060478,,0,17922915,76029,959934,1926967,,,,0,17922915,76029
"2021-02-05","UT",1728,,17,,13755,13755,433,58,2162,117,1454651,4057,,,2329726,742,,352489,,1216,0,,52754,,50560,328346,318034,,0,2658072,11328,,780098,,305907,1756019,4919,2658072,11328
"2021-02-05","VA",6732,5816,82,916,21893,21893,2363,144,,462,,0,,,,,294,521467,416189,5069,0,24182,107181,,,511563,,5371049,54599,5371049,54599,211152,1122200,,,,0,,0
